scorer,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160,DLC_Resnet50_MumuSwimmingDorsalTS5Feb21shuffle1_snapshot_best-160
100,571.6382,399.95312,0.95214844,538.63477,382.9121,0.92041016,538.8281,416.3125,0.86279297,500.03867,398.27734,0.8535156,416.65234,397.72656,0.71240234,288.01953,406.6289,0.8383789,272.9336,409.15234,0.8671875,239.68555,408.23828,0.94384766,210.4834,397.6338,0.86376953,177.26562,388.214,0.86865234,143.9375,389.6582,0.6879883,114.22949,400.8789,0.6738281,83.54883,417.68945,0.70751953,96.78516,587.1797,0.53466797,82.13379,602.71094,0.31811523
101,578.1709,400.2168,0.9868164,544.2246,382.9121,0.8413086,544.1289,416.4453,0.92285156,504.55273,398.31836,0.86035156,424.78906,397.49023,0.80126953,292.50098,407.27344,0.85595703,277.0791,409.2168,0.8330078,241.90039,411.25244,0.9086914,211.33057,401.79492,0.8730469,179.28125,389.53613,0.83740234,144.57812,387.08643,0.6816406,113.4707,396.10602,0.66845703,79.3457,416.43555,0.7788086,57.085938,430.64258,0.8041992,82.234375,602.71094,0.42651367
102,582.2656,400.2168,0.9736328,548.9492,382.9121,0.9169922,549.626,416.61523,0.9248047,510.23438,398.7422,0.81884766,425.14844,397.49023,0.7133789,298.55078,407.90234,0.8413086,282.2539,409.9746,0.75,246.36133,413.08496,0.9243164,212.51562,403.89325,0.8544922,180.60645,390.6172,0.7988281,145.83203,385.51172,0.7001953,113.4707,390.57812,0.7285156,79.3457,411.77686,0.7290039,57.085938,430.64258,0.7363281,84.89844,604.3916,0.55859375
103,587.7405,400.28125,0.98095703,554.7666,383.44727,0.88720703,554.95703,417.10547,0.8691406,514.5332,399.20703,0.8198242,427.30615,397.49023,0.77197266,302.7832,409.49414,0.75927734,287.23242,410.81055,0.8388672,248.89453,414.70117,0.8364258,217.08008,406.87305,0.7988281,187.81238,393.34375,0.7163086,149.43848,385.24023,0.61865234,113.06055,386.60742,0.66259766,79.18555,411.77686,0.6635742,57.085938,430.64258,0.6665039,89.19141,613.4707,0.54296875
104,593.86523,400.375,1.0,559.541,383.65625,0.8510742,560.2578,417.66992,0.9042969,519.3711,399.60547,0.8486328,439.66797,398.10547,0.76464844,307.63623,410.33203,0.77246094,291.5227,412.7876,0.9003906,254.15234,418.00195,0.85498047,220.23767,410.12305,0.85546875,193.04297,396.72705,0.74316406,156.65967,385.24023,0.7104492,113.4707,386.2256,0.7207031,79.18555,409.91406,0.6982422,87.14258,428.4558,0.66259766,89.19141,613.4707,0.71728516
105,597.25,400.4668,1.0,563.66235,384.44336,0.9267578,564.69824,417.89258,0.94677734,523.8745,400.49414,0.8564453,443.15967,398.83984,0.8486328,309.9121,410.33203,0.7631836,295.5332,412.86182,0.828125,257.6328,420.03976,0.89208984,225.25977,413.17773,0.83496094,195.89752,399.0703,0.7988281,165.46289,385.24023,0.64697266,129.48828,382.1211,0.5175781,100.55957,386.98828,0.51464844,92.465576,428.14758,0.50097656,89.19141,613.4707,0.69873047
106,602.4453,401.5254,1.0,569.1875,384.99023,0.91308594,569.3906,418.1211,0.9165039,529.666,400.7754,0.875,446.60352,399.0664,0.8022461,312.71094,411.0747,0.7324219,299.58374,413.11035,0.80371094,262.08984,421.38672,0.8666992,229.26562,415.9336,0.7597656,199.96094,402.6748,0.85595703,175.4668,388.98193,0.7949219,146.47168,382.1211,0.6542969,116.561035,373.18652,0.67529297,101.77051,382.9922,0.70947266,68.961426,410.9541,0.8588867
107,606.96875,402.3496,0.99658203,573.93555,385.58594,0.890625,574.60156,418.92188,0.97509766,534.24805,401.35156,0.8588867,454.27734,399.81836,0.859375,318.4629,411.0747,0.7397461,305.40234,413.1377,0.7373047,272.10352,422.57812,0.8466797,240.5625,421.8877,0.89746094,208.50781,408.64453,0.734375,184.9414,396.8838,0.7553711,157.66602,386.60742,0.69091797,124.635254,373.18652,0.6796875,101.77051,376.13672,0.6879883,68.961426,400.1504,0.82177734
108,611.042,403.03662,1.0,578.10156,386.02734,0.93310547,578.6865,419.09912,0.9477539,536.69727,401.60742,0.9038086,456.53516,399.81836,0.8417969,322.1709,410.1709,0.65234375,309.44434,412.86182,0.73583984,280.14844,423.0547,0.80126953,251.87463,426.1211,0.89208984,218.03125,417.48633,0.7988281,192.25977,403.73755,0.84814453,167.18164,386.8369,0.72216797,132.36816,373.18652,0.70947266,101.77051,369.8125,0.74365234,68.961426,388.53223,0.8198242
109,615.3379,403.0669,1.0,582.6367,386.76855,0.9458008,583.4492,419.74902,0.98583984,542.0879,401.60938,0.8173828,459.71802,400.17188,0.9267578,326.5547,406.91406,0.77001953,313.85938,412.8706,0.81591797,283.7611,424.05078,0.77978516,254.15039,427.48877,0.8408203,219.0249,421.8086,0.81396484,194.15332,408.0078,0.8569336,172.46045,392.1289,0.78515625,141.1582,374.7246,0.7338867,108.36035,367.69336,0.74853516,74.458984,378.48926,0.8881836
110,620.16406,403.71875,1.0,587.2134,386.98047,0.9399414,587.4375,420.5752,0.96435547,547.11426,402.3994,0.88964844,465.91602,400.17188,0.89453125,336.23828,405.31738,0.8857422,320.27734,412.8706,0.82714844,292.12708,424.05078,0.86083984,260.6621,429.83105,0.89453125,226.53418,427.37695,0.8955078,198.38281,415.90625,0.87353516,177.5625,399.08594,0.8442383,155.88116,379.1748,0.74609375,122.015625,367.69336,0.7324219,79.640625,370.5166,0.8417969
111,625.3828,403.78088,1.0,592.0801,387.31104,0.87841797,592.2656,420.65576,0.96484375,551.15234,402.583,0.85253906,471.75,399.5957,0.8754883,342.7129,404.19177,0.91308594,323.85754,412.8413,0.9428711,295.15625,424.05078,0.83496094,266.4336,429.83105,0.85302734,231.99219,432.29688,0.8178711,205.15039,423.70703,0.9243164,183.80078,406.58008,0.8623047,163.87823,385.93555,0.82177734,132.98926,367.69336,0.8383789,86.79883,370.5166,0.8544922
112,629.8623,404.49,1.0,596.4817,387.70874,0.9589844,597.2168,420.92676,0.9892578,556.16284,402.79883,0.8486328,476.5586,399.5957,0.9394531,352.96875,403.80298,0.8540039,331.47705,409.96875,0.75927734,302.0371,423.2129,0.84814453,273.05664,430.10156,0.875,238.76562,435.23047,0.89697266,210.7832,429.0371,0.9277344,185.33789,412.80664,0.7895508,166.66602,392.61523,0.8144531,145.0918,372.58643,0.94433594,97.27344,363.66577,0.4555664
113,635.3701,405.60645,0.98291016,601.30664,388.13135,0.8989258,600.91016,421.53027,0.96191406,560.30664,403.2412,0.8520508,481.875,399.88672,0.8461914,356.7085,402.0996,0.7709961,334.86328,408.77148,0.7709961,307.83667,420.64746,0.8071289,278.35156,430.10156,0.84716797,245.29883,435.7036,0.7915039,212.2207,432.28906,0.8251953,188.65381,414.29297,0.74365234,168.94336,394.3828,0.8027344,150.14258,376.1172,0.9506836,102.83594,362.64648,0.6816406
114,640.1211,405.84473,0.99316406,606.4922,388.4829,0.90722656,605.5449,421.58984,1.0,564.9917,403.41992,0.9082031,489.73438,399.14453,0.88671875,364.69727,401.24414,0.94677734,340.7837,406.11133,0.8720703,308.75928,419.29834,0.86865234,282.92188,429.6162,0.9355469,249.59961,435.7036,0.8701172,216.13672,435.49658,0.8041992,188.80371,420.3662,0.73535156,170.41016,397.00684,0.734375,151.16797,376.98828,0.93603516,116.473145,362.64648,0.8251953
115,644.4407,406.0586,1.0,611.10205,388.70996,0.9482422,611.1743,422.0,0.9663086,569.459,403.48145,0.85595703,494.0078,399.08203,0.92822266,371.10303,400.06055,0.8129883,349.23242,404.24036,0.8354492,315.36084,413.75195,0.87060547,288.5,425.1914,0.8129883,258.5752,435.7036,0.8251953,224.43945,440.83203,0.65625,193.38867,427.042,0.6020508,171.95013,402.68164,0.7163086,151.6211,377.82422,0.86035156,133.84277,366.32617,0.80908203
116,650.6846,406.53516,0.98339844,616.541,388.80225,0.8886719,615.91406,422.12695,0.99072266,575.09766,403.48145,0.8066406,497.60352,399.75,0.8886719,372.63135,400.06055,0.78466797,351.35547,403.71484,0.8071289,320.32422,412.1242,0.8378906,293.22852,423.7422,0.8876953,268.1377,436.3994,0.8496094,236.6836,443.0,0.63916016,199.89453,435.5122,0.5966797,174.8164,410.21094,0.65185547,159.7539,385.5879,0.8745117,133.84277,366.32617,0.8208008
117,655.8008,406.63672,0.99072266,622.06055,389.06152,0.9111328,621.01465,422.1953,1.0,575.09766,403.48193,0.8925781,501.4043,399.05664,0.8959961,376.67578,400.0547,0.8618164,356.2505,403.0918,0.9165039,324.2832,410.21484,0.8339844,296.40625,422.67578,0.86083984,271.03125,436.3994,0.75146484,242.72461,447.23438,0.7626953,208.29688,442.87793,0.64208984,180.79248,423.81055,0.6484375,165.59473,394.2627,0.81884766,142.9336,372.08173,0.9375
118,660.65674,406.63672,1.0,627.1538,389.35156,0.94384766,627.40674,422.23047,0.9663086,579.41895,403.48193,0.8144531,505.51758,398.89844,0.93847656,381.63965,398.79688,0.98779297,360.0996,402.83984,0.85253906,327.73242,409.41602,0.8203125,300.51123,422.58594,0.77246094,273.5703,434.81152,0.70996094,253.01172,448.42383,0.59228516,208.83984,446.64648,0.5288086,189.04297,436.15735,0.63720703,167.7539,404.02002,0.83740234,150.3086,378.6289,0.9423828
119,666.8379,406.53516,0.9892578,632.0664,389.35156,0.90722656,631.9961,422.23047,1.0,583.2344,403.208,0.86865234,506.2246,398.79883,0.9614258,384.6328,398.83398,0.83691406,363.34375,402.26367,0.85302734,330.16406,407.63477,0.84277344,304.7793,422.52148,0.79785156,276.73877,434.81152,0.5258789,259.1875,450.99805,0.5732422,220.97852,455.9922,0.4423828,192.39844,444.21106,0.62158203,170.56152,413.34375,0.7583008,159.6836,386.0078,0.92089844
120,670.66797,406.49805,0.9448242,637.1113,388.80225,0.93652344,636.56055,422.1953,1.0,594.3174,402.82812,0.86035156,511.0879,398.92578,0.8618164,392.125,398.61133,0.77734375,366.51562,399.70117,0.8359375,335.83984,403.8684,0.8066406,313.50586,414.5039,0.7919922,290.27637,432.40234,0.71435547,264.73047,453.64844,0.81103516,228.80078,462.76562,0.6464844,198.85742,453.5,0.7763672,177.39648,425.39453,0.77441406,162.9668,396.18372,0.9482422
121,675.0996,405.32812,1.0,641.5176,388.70996,0.8964844,641.2988,421.89258,0.9370117,596.55225,402.5459,0.87841797,517.98535,398.5996,0.87939453,394.1963,397.88574,0.81396484,371.33252,399.07617,0.86816406,341.2744,400.01172,0.82177734,317.47656,408.77148,0.81347656,295.9297,425.32422,0.6645508,272.3457,453.64844,0.8378906,239.48242,469.90332,0.6826172,206.89453,460.97314,0.7084961,180.81201,436.5796,0.9316406,168.43945,409.35547,0.8989258
122,679.3301,405.32812,0.99853516,645.2842,388.49902,0.9375,645.7031,421.8711,0.98876953,603.09375,402.27148,0.8300781,521.02734,398.5332,0.9082031,394.99805,396.46826,0.90283203,372.2744,397.2959,0.9633789,342.8379,396.917,0.8544922,317.7793,406.26758,0.84814453,296.39844,424.20703,0.7167969,274.18457,453.64844,0.7553711,249.80664,469.90332,0.76123047,213.21777,471.39258,0.7236328,187.89325,449.7793,0.8852539,172.41504,423.67188,0.89404297
123,684.4387,405.21875,1.0,649.6582,388.46533,0.91259766,649.71875,421.6543,0.9580078,607.01953,402.2207,0.84716797,523.5205,398.5332,0.9116211,395.47607,396.3484,0.859375,374.45703,395.7516,0.97314453,344.06055,394.14648,0.8935547,318.97656,402.41113,0.8129883,297.28906,420.19446,0.7548828,279.71484,445.36523,0.7783203,258.50977,469.90332,0.79052734,222.96289,472.26953,0.75634766,198.1582,464.3457,0.88671875,172.41504,437.9873,0.79345703
124,688.4336,405.15918,1.0,654.8457,388.30933,0.9091797,654.39844,421.56152,0.9873047,607.01953,402.2207,0.8823242,529.8574,398.27148,0.8623047,399.81055,396.3484,0.8173828,379.43115,395.18115,0.91503906,347.67065,392.61328,0.9003906,323.36133,397.14258,1.0,302.4043,408.52344,0.7919922,285.16016,429.13574,0.82958984,273.21484,453.76074,0.87109375,258.0254,472.26953,0.73291016,232.76172,483.23193,0.82128906,174.71875,466.78027,0.6772461
125,692.3943,404.4336,1.0,658.24414,387.7605,0.9506836,659.041,421.0713,0.9560547,611.3999,402.5459,0.82666016,535.6289,398.20898,0.8095703,403.05615,396.3484,0.86035156,384.6211,395.18115,0.81347656,353.4336,390.91602,0.91064453,327.08984,392.82812,0.9404297,302.48047,404.23596,0.86376953,285.16016,425.88672,0.85058594,273.21484,450.45312,0.8676758,258.0254,472.26953,0.79345703,234.90039,484.37524,0.8051758,185.68164,476.93555,0.6201172
126,697.34375,404.26538,1.0,662.5625,387.7605,0.94189453,663.1953,420.80225,0.9897461,615.0781,402.47656,0.8183594,535.9922,398.20898,0.78466797,408.21484,396.41553,0.7529297,388.60742,395.18115,0.85595703,358.85547,390.91602,0.8754883,332.61963,388.0169,0.9169922,304.33203,399.96484,0.85302734,285.58105,420.3274,0.87402344,273.21484,446.89062,0.7910156,258.15332,471.05078,0.7963867,236.83643,484.37524,0.7998047,192.03711,486.72656,0.8486328
127,701.18555,404.01324,1.0,667.2925,387.70483,0.9350586,667.7871,420.72607,0.99072266,625.375,402.47656,0.859375,540.5088,398.20898,0.7348633,412.27124,397.77734,0.75683594,394.3379,396.27026,0.75097656,362.29785,390.91602,0.78759766,335.58203,388.0169,0.8588867,304.57812,395.74854,0.8847656,285.58105,416.92773,0.91015625,272.6621,443.68652,0.7734375,258.0254,466.64258,0.7758789,236.83643,484.37524,0.8613281,192.03711,497.97656,0.8417969
128,705.66016,403.687,1.0,672.2461,387.70483,0.8618164,672.5332,420.37378,0.9458008,629.3955,402.47656,0.84472656,548.99805,398.29492,0.8544922,417.5879,399.54492,0.77685547,399.88867,400.5996,0.8066406,366.875,392.04688,0.8017578,337.7129,388.0169,0.85058594,308.81396,390.91797,0.72509766,286.375,407.89648,0.6748047,270.83594,434.4414,0.65966797,257.5879,458.64062,0.6435547,238.30469,482.88574,0.78515625,196.1908,495.71875,0.7368164
129,709.875,403.4707,1.0,676.4087,387.37598,0.9711914,677.6719,420.0573,0.99609375,636.0963,402.14258,0.82666016,549.9375,398.6172,0.8100586,424.35352,401.4707,0.8178711,404.75098,403.29688,0.8701172,368.82812,395.7495,0.8496094,339.4082,388.31982,0.8330078,315.1543,388.69434,0.63134766,289.69922,400.27148,0.53759766,269.7627,430.73828,0.51123047,253.75586,457.40234,0.6489258,238.30469,480.85938,0.7548828,203.10254,495.71875,0.91796875
130,715.667,403.17822,1.0,681.7617,387.3379,0.9375,682.24316,420.03256,0.9614258,640.41406,402.05957,0.84375,553.08594,398.6504,0.7714844,431.07617,404.0249,0.9746094,410.67285,405.9209,0.7758789,378.44238,400.55664,0.8798828,347.08105,390.3164,0.82373047,315.4961,387.90375,0.8745117,290.19336,399.05078,0.7158203,268.2406,422.8047,0.68896484,250.73633,446.76562,0.7714844,237.77246,473.0039,0.83203125,214.99219,495.71875,0.7783203
131,721.67773,402.89746,1.0,687.9414,386.875,0.8671875,688.0547,420.0573,0.97509766,645.1035,402.05957,0.82373047,558.3281,398.6504,0.703125,436.99463,405.0586,0.84277344,416.61328,406.22266,0.81591797,383.88086,402.73145,0.8886719,354.07715,393.125,0.8886719,321.85547,386.48535,0.92578125,290.26074,393.02344,0.67529297,268.2406,412.3789,0.7397461,250.63281,437.7832,0.6645508,237.57324,467.7804,0.8540039,220.75049,494.85742,0.8730469
132,726.4336,402.89746,1.0,692.5664,386.875,0.9848633,693.70703,420.28638,0.98828125,650.8115,402.14258,0.78759766,564.2715,399.12305,0.76708984,443.06592,405.56348,0.8642578,420.30786,407.53516,0.8852539,386.18848,404.52295,0.9379883,356.10736,394.59375,0.9277344,324.583,386.48535,0.9482422,292.2223,389.32324,0.7104492,268.2406,405.0205,0.70166016,250.63281,431.86328,0.6357422,237.57324,462.35938,0.7373047,227.16016,488.64062,0.78759766
133,731.39844,402.82227,1.0,697.3828,386.72168,0.9296875,698.0664,420.2539,0.9428711,656.27734,402.45898,0.8540039,568.0742,399.39844,0.7651367,445.79004,407.02734,0.7597656,423.70703,408.83008,0.8144531,390.60938,406.89648,0.92822266,360.79297,396.38086,0.82421875,330.73242,386.48535,0.8330078,302.59375,384.36328,0.7207031,274.32812,394.30566,0.77001953,250.24023,414.4922,0.6401367,237.44531,441.95508,0.64697266,231.48633,478.50586,0.7158203
134,737.1133,402.82227,1.0,702.9199,386.72168,0.8745117,703.4297,420.28638,0.9941406,659.01074,402.53906,0.84814453,568.5781,399.4297,0.6699219,446.68555,409.20508,0.765625,429.44238,411.08838,0.7939453,395.6421,409.15625,0.8720703,366.61133,398.61914,0.78466797,337.14062,387.25977,0.89501953,308.1537,382.82422,0.7055664,277.52832,385.87695,0.80859375,250.63281,402.79785,0.7338867,236.11444,429.8164,0.72802734,231.875,465.56445,0.6699219
135,741.0166,402.89746,1.0,707.0049,386.8838,0.97753906,708.1354,420.4336,0.9765625,665.2168,402.74316,0.79589844,581.06836,400.35547,0.8256836,448.66797,411.28076,0.8417969,434.00977,412.9004,0.81640625,399.34375,411.87903,0.8598633,370.86426,403.7694,0.8671875,346.40332,390.53516,0.7910156,320.0996,382.82422,0.68115234,284.83203,380.26636,0.6791992,250.66406,394.8213,0.66064453,236.11444,417.12305,0.7426758,231.875,465.56445,0.640625
136,745.71094,402.99512,1.0,711.00977,387.3047,0.94628906,712.03125,420.63135,0.96191406,669.0674,403.2334,0.7841797,584.9922,400.4336,0.76953125,453.58594,411.859,0.83447266,438.55273,414.5996,0.8105469,403.99252,414.97656,0.8564453,372.96582,407.1543,0.82958984,347.30176,393.98047,0.8388672,325.27148,382.82422,0.703125,289.5664,375.83203,0.69677734,250.66406,394.8213,0.61376953,235.09521,417.12305,0.75878906,231.875,465.56445,0.5810547
137,749.8877,404.12952,1.0,715.8706,387.51978,0.9326172,716.5654,421.42676,0.9902344,673.7363,404.15784,0.87060547,586.28613,400.4336,0.7446289,461.4756,411.859,0.8520508,445.0254,414.78906,0.66845703,408.66406,419.1377,0.79248047,376.23828,411.75098,0.8261719,349.47656,398.22852,0.85546875,329.0371,384.5,0.69873047,296.05078,373.9922,0.6616211,258.43066,382.36523,0.609375,236.11444,404.9458,0.59375,223.67188,450.62598,0.66015625
138,754.38574,404.32227,1.0,720.3457,387.87048,0.8691406,721.0996,421.6211,0.97265625,677.08594,404.18115,0.87353516,593.58203,401.13867,0.7895508,463.8047,411.859,0.8256836,448.91797,414.78906,0.7368164,413.48438,421.20117,0.7973633,381.0625,416.2422,0.8588867,352.80078,402.5293,0.8173828,331.57837,387.66113,0.8354492,301.72363,373.9922,0.7236328,259.8214,377.33984,0.5888672,237.12012,393.3711,0.6972656,223.67188,436.9502,0.7470703
139,758.37695,404.6587,1.0,724.1077,388.47095,0.93359375,725.5449,421.792,1.0,683.0244,404.37842,0.8261719,598.41406,401.25195,0.7910156,468.72852,411.71973,0.81591797,452.95605,414.78906,0.8540039,420.7622,421.95996,0.7915039,389.00586,421.25684,0.85498047,357.5703,409.6543,0.765625,337.6172,394.85938,0.69189453,304.42188,373.9922,0.515625,261.94824,373.81934,0.37426758,237.51562,379.0205,0.5317383,223.67188,402.2461,0.2836914
140,763.709,405.1211,1.0,729.041,388.47095,0.89208984,729.666,422.23633,0.96875,687.0625,404.18115,0.8334961,602.7637,401.19727,0.82421875,476.31494,410.04492,0.8540039,459.34912,413.86816,0.78564453,429.73145,421.95996,0.76171875,398.53906,424.7422,0.8198242,369.50195,421.37988,0.8330078,347.32275,408.45312,0.75878906,328.43164,392.45312,0.6435547,308.73438,373.81934,0.6323242,282.11328,362.94727,0.6074219,245.31836,362.2207,0.29907227
141,768.46484,405.14355,1.0,733.99023,388.7202,0.87597656,733.83984,422.23633,1.0,690.27246,404.18115,0.87890625,608.4824,401.25195,0.75097656,481.84375,407.17578,0.77783203,464.9082,412.31226,0.72802734,437.55176,421.95996,0.74072266,410.68555,426.87305,0.7973633,376.53516,425.47656,0.6767578,351.83203,417.03125,0.7470703,330.54004,395.30518,0.7446289,310.7207,373.81934,0.73339844,283.28564,360.23828,0.8334961,246.69727,358.0547,0.5649414
142,772.60596,405.4922,1.0,738.1875,388.8628,0.90283203,739.2002,422.2461,0.96533203,693.625,404.38232,0.8515625,613.4541,401.25195,0.8105469,486.35352,404.3567,0.7944336,467.61108,411.54614,0.89160156,443.25293,421.94043,0.7524414,418.16895,426.87305,0.8666992,384.63867,431.11328,0.74609375,354.09082,419.9614,0.76416016,333.53418,401.96875,0.76953125,310.80273,374.2539,0.75,291.54492,360.23828,0.8574219,258.77344,357.73242,0.78564453
143,778.1338,405.8838,1.0,742.5039,388.7202,0.9008789,743.41797,422.5332,1.0,700.84863,403.88135,0.83251953,617.5703,401.19727,0.8144531,490.41797,404.29492,0.7841797,470.82422,410.73145,0.8535156,447.7246,420.66797,0.7402344,422.76367,426.87305,0.87060547,392.28125,433.51562,0.8222656,358.22656,425.01562,0.71484375,333.97852,406.5332,0.7451172,315.17676,380.78125,0.7988281,295.9746,360.23828,0.96875,260.48608,347.51172,0.85595703
144,781.8447,406.28125,0.98779297,747.64014,388.7202,0.91503906,747.44385,422.26758,1.0,705.80273,403.6621,0.8647461,625.0996,401.16797,0.7866211,493.34277,403.06494,0.9472656,477.7959,407.34375,0.8515625,452.14502,418.37695,0.80859375,428.896,425.39453,0.8330078,399.76562,433.51562,0.77978516,363.99588,431.96094,0.6953125,338.77148,417.38086,0.64160156,317.08496,389.1621,0.7602539,300.60156,362.6494,0.87890625,265.93945,344.42578,0.82128906
145,786.2363,406.2832,1.0,752.37695,388.87158,0.8540039,752.5039,422.66992,0.9501953,709.16406,403.6621,0.8569336,632.5586,400.11328,0.76416016,496.47266,402.38184,0.7597656,481.03125,406.5703,0.8989258,453.33496,416.92578,0.7832031,429.9502,425.32422,0.8671875,400.2422,433.51562,0.7871094,365.03516,434.54785,0.75927734,340.26465,418.98828,0.5678711,319.20312,389.9121,0.71484375,302.3047,363.82825,0.8803711,276.8921,344.42578,0.6875
146,790.834,406.2832,1.0,756.812,388.87158,0.9165039,757.3965,422.66992,0.98876953,715.1333,404.16406,0.81152344,637.4824,400.0078,0.71875,502.35547,400.7422,0.76708984,486.25977,404.63135,0.8833008,459.89154,413.09277,0.7919922,433.1836,424.73047,0.80029297,405.29492,433.23438,0.8100586,371.45898,439.5918,0.7006836,342.11523,426.04297,0.53271484,321.81836,397.80762,0.59375,306.14258,367.35156,0.9472656,284.16614,344.42578,0.8300781
147,796.3938,406.2832,0.9946289,762.6162,388.85498,0.9135742,762.22266,422.6328,0.9785156,720.11523,403.6621,0.8569336,642.38574,399.92578,0.6538086,508.12695,398.54492,0.8955078,493.11816,402.7168,0.8769531,464.66992,409.92578,0.75146484,438.99805,420.68652,0.8588867,414.2168,430.82812,0.7470703,384.6211,441.6797,0.7285156,349.65625,436.44702,0.5810547,326.3086,412.3567,0.5834961,309.5547,377.3828,0.8432617,291.03467,348.70312,0.9345703
148,801.93945,406.2832,1.0,768.08594,388.87158,0.8491211,768.1289,422.6328,0.98046875,724.8159,404.16406,0.8823242,648.58984,399.92578,0.71484375,511.45898,397.73438,0.9042969,496.36328,400.4297,0.8046875,467.4663,406.56055,0.79785156,442.4043,417.27148,0.8076172,419.4126,428.36084,0.78271484,389.25684,441.9043,0.70410156,363.74194,443.97833,0.59033203,332.62842,425.54883,0.6123047,311.28125,387.354,0.8496094,299.8933,359.39258,0.9711914
149,806.709,406.17773,1.0,772.51953,388.85498,0.92285156,773.16797,422.6328,1.0,730.3613,404.16406,0.79345703,653.5625,399.92578,0.7475586,515.5254,396.80225,0.8808594,501.88086,398.20312,0.79345703,470.17383,404.22205,0.8149414,445.17383,414.20312,0.8383789,420.74756,428.17236,0.7392578,394.22852,443.26758,0.63623047,365.85352,448.03125,0.68408203,336.13867,434.3086,0.6333008,312.51367,397.82324,0.7416992,303.86133,366.64062,0.9707031
